,B1_mean,B1_std,B1_skew,B1_kurtosis,B1_entropy,B1_rms,B1_max,B1_p2p,B1_crest,B1_clearence,B1_shape,B1_impulse,B2_mean,B2_std,B2_skew,B2_kurtosis,B2_entropy,B2_rms,B2_max,B2_p2p,B2_crest,B2_clearence,B2_shape,B2_impulse,B3_mean,B3_std,B3_skew,B3_kurtosis,B3_entropy,B3_rms,B3_max,B3_p2p,B3_crest,B3_clearence,B3_shape,B3_impulse,B4_mean,B4_std,B4_skew,B4_kurtosis,B4_entropy,B4_rms,B4_max,B4_p2p,B4_crest,B4_clearence,B4_shape,B4_impulse
2004-02-12 10:32:39,0.05833287758191331,0.07347801857138431,0.08392907619065866,0.6291183988711353,4.811405514718639,0.07418001939277949,0.454,0.8400000000000001,6.120246445287278,0.04903653100272353,1.2716674106915609,7.782917949872702,0.07183163240392648,0.09005695039182222,0.12684335740679434,0.5071650278262565,5.012819597685367,0.09094475404601768,0.513,0.9770000000000001,5.640787150190368,0.0605167911441344,1.2660822398496185,7.141700429627968,0.08324190634308314,0.10843569769119901,0.2047707025373197,3.2144504694779648,4.666280834086331,0.10940292188224622,1.023,1.934,9.350755742164608,0.06915355658256057,1.3142769872585565,12.289483085402749,0.04306655598417764,0.053168986414166626,-0.0220810155673183,0.06611845471681654,4.494251142027009,0.05410474384748614,0.264,0.457,4.879424265350555,0.03625869877780566,1.2563053304602265,6.130046714136877
2004-02-12 10:42:39,0.05899521461008769,0.07533943565983704,0.0520544335613171,0.6489301140306112,4.83530977183824,0.0753817891240941,0.388,0.757,5.147131747712585,0.04952284897973137,1.2777610798148438,6.576804619906497,0.07400571316958819,0.09338429070377878,0.07002132244752554,0.2536017570252742,5.053748868534183,0.0934169536688873,0.481,0.938,5.14895831119569,0.06238647495898201,1.2622938104091663,6.499498206277154,0.08443542165144764,0.10978967438630122,-0.023790852283088665,1.3963329532000741,4.963402461844897,0.10981474018532666,0.752,1.433,6.847896727988448,0.07016197321636812,1.3005766778621148,8.906214776830062,0.044541042043067094,0.05597556205439696,0.0016452275709661467,0.10776921723638155,4.545836555378197,0.0561020177735314,0.249,0.478,4.438343037948213,0.03746508545555313,1.2595578190399297,5.590349677029107
2004-02-12 10:52:39,0.060236437326040664,0.07618881285867954,0.03286947465449743,0.5142577508440107,4.848342528919889,0.07622761795279173,0.503,0.903,6.598658248923785,0.05076496879768217,1.2654735461892592,8.35042745435659,0.07422662239367123,0.09370711796791674,0.09657438560629497,0.3109973280312226,5.055173388387341,0.09372015995635745,0.503,0.994,5.367041629402163,0.06257919181208538,1.26262191292094,6.776544368842077,0.08392607060891626,0.10985482562219519,0.05655889357346105,2.640610297624058,4.787431454999994,0.10986372641040495,0.933,1.719,8.492338922809719,0.06988536489510516,1.309053618420366,11.116926995756176,0.04444308804140667,0.056039387348527286,0.07051560208674972,0.25750316840093923,4.544782591808188,0.05614637956518867,0.354,0.688,6.304947936829815,0.037330789726302396,1.2633320959353296,7.965243091798342
2004-02-12 11:02:39,0.06145544216026119,0.07869447820550035,0.041523339629660413,1.1583516384296515,4.76155095632278,0.07872550887324226,0.608,1.184,7.723036772984913,0.051552919011755544,1.281017695193614,9.89334676682466,0.07384408418379779,0.0929199952754173,0.10592006161872314,0.23565557498671863,5.012210967650721,0.09294860244994184,0.569,1.043,6.121662779238011,0.06231628243526236,1.2587142690888133,7.705424290776767,0.08445744421114317,0.11061977492029132,0.03353684298234472,2.6845911415384562,4.680226357643278,0.11066160367029386,1.016,1.951,9.181142928554326,0.07030448118830299,1.3102646510784821,12.029727035783907,0.04508140045900594,0.05668636393294509,-0.03640927543962514,0.8066350567314529,4.553737411517063,0.05680816349624759,0.525,1.038,9.241629506904907,0.03798944132454962,1.260124195740219,11.645600949717622
2004-02-12 11:12:39,0.06136075980272448,0.07844003535080543,0.028133928158671856,0.6036470914822427,4.875061717023318,0.07847485144734644,0.391,0.782,4.982487928152954,0.051292804623353186,1.2789093827984521,6.372150560994833,0.07560876995947072,0.09533966832958578,0.0980136347547105,0.22653314791643098,5.073326149190101,0.09535010980392772,0.486,0.938,5.097005142410233,0.06385204038657978,1.2610985452486416,6.427825770218391,0.0828368084379122,0.10750307385579856,-0.002802257026174465,1.579093664748259,4.905366835343841,0.10750673459509393,0.771,1.516,7.171643738448965,0.06908543592304354,1.2978135761431744,9.307456607021255,0.045118365154547535,0.056778490326852685,0.019102715426925876,0.13931563223121168,4.560104857577589,0.05684149766868912,0.244,0.45599999999999996,4.292638477300472,0.037948582661113076,1.259830613852816,5.40799736790567
2004-02-12 11:22:39,0.06166482738414932,0.07829592813340773,0.026859297738417623,0.45689297971244613,4.876221536940216,0.0783107019714664,0.439,0.8049999999999999,5.605874918091729,0.05184035384339191,1.269941152735568,7.1191312555728175,0.07327862688607763,0.09239458365915386,0.06072233947483705,0.1861515824842126,5.042918297538808,0.09240366114815836,0.574,0.96,6.211875080140588,0.0616912047774299,1.2609906199772738,7.8331162085278585,0.08487924215049512,0.11050893497103442,0.07735455882949524,1.8640766470905912,4.841284547740086,0.11050952269898985,0.862,1.643,7.800232766799194,0.07074455583775931,1.301961703463975,10.155604340477392,0.04417222520630746,0.05549690236862292,0.012718213778111893,0.14959101318329449,4.537804563745627,0.055567220129563694,0.247,0.489,4.4450667034284015,0.03727112310818971,1.257967418893561,5.591749087721537
2004-02-12 11:32:39,0.06194389374481137,0.07861870018874302,0.05850890805422668,0.479035127642538,4.879128680834025,0.07863313071819818,0.408,0.796,5.188652623563619,0.05204277147229653,1.2694250549076074,6.586605641563748,0.07459290004394699,0.09390677991215113,0.09913974273229874,0.25041756583286956,5.01774464581156,0.09391974656515546,0.583,1.04,6.207427312376233,0.06288440921935357,1.2590976689446571,7.815757259156314,0.0826263001123098,0.10737697990328521,0.14565641145302397,1.8225648974345652,4.837062906613463,0.10739042396477422,0.896,1.6139999999999999,8.343388236309622,0.06888920289749488,1.2997123654188047,10.844004860221407,0.044658577078957803,0.056206039612250895,-0.019687531168728446,0.10811212504219858,4.550264020731456,0.05627979090230375,0.239,0.45599999999999996,4.246639800330473,0.03756110953443304,1.2602235580143824,5.351715518777956
2004-02-12 11:42:39,0.06123052883441498,0.0777484534542011,0.08249403504642658,0.4724847543370241,4.868507385164806,0.07777286911807968,0.415,0.749,5.3360510510409584,0.051475395653826375,1.2701649095404672,6.777664800548755,0.07417159040968728,0.09322804812764843,0.08684554883358683,0.10399816421405239,5.051822643960569,0.09324202904416266,0.41,0.82,4.397158708395436,0.06262373549139875,1.2571124406142526,5.5277229156792,0.08202192489867637,0.10622320374143225,0.0015439417672146317,1.445479720470113,4.880507685304281,0.10623431702503239,0.776,1.5470000000000002,7.304607604500797,0.06843097225397253,1.2951941466414763,9.460885012862247,0.0438400800820339,0.055457700032163985,-0.01723977094245825,0.2101424941793204,4.536200291435593,0.05550518777919617,0.229,0.456,4.125740478727489,0.03677067724040882,1.26608317492428,5.223530604220919
2004-02-12 11:52:39,0.06227974998779191,0.07900737564891369,-0.008154246900790632,0.40510927520038464,4.886069016361932,0.07902857118923585,0.386,0.747,4.8843094869539465,0.052337020819679385,1.2689288445237343,6.197841193576785,0.07580775428487717,0.09585877235120442,0.035212144746159295,0.45188612493736,5.011319840359345,0.09585974406268903,0.613,1.07,6.394759405982961,0.06383387188489263,1.2645110644282997,8.086244023222395,0.08437228380291958,0.11058141863664253,0.034262995615388286,2.385632671238335,4.7865021020248895,0.11058659100922037,0.967,1.736,8.744278950775998,0.07016815404280832,1.3106980873900878,11.461109696387505,0.0442722300893584,0.055798025170116866,0.00843342735440181,0.16037162226601964,4.542952433799225,0.055854558241484505,0.33,0.557,5.90820177241866,0.03725595726440358,1.2616160994995849,7.453882475175364
2004-02-12 12:02:39,0.05989027784559737,0.07568802269516567,0.046384593601192466,0.32591296191457975,4.843950504166094,0.07571536369604259,0.378,0.722,4.9923817511789474,0.0504897476094972,1.2642346374021465,6.3115419329748095,0.0751147516968594,0.09472730616726306,0.08961558603836002,0.19660899362227546,5.067185593936225,0.0947406566942666,0.466,0.883,4.91869083728022,0.0633287381813874,1.2612789705624199,6.203841315759602,0.08450603056789824,0.10975937067575918,0.00624852266936389,1.4619946340831906,4.9680658629951076,0.1097730362532451,0.781,1.445,7.114679767062672,0.07040163856953252,1.2989964800801468,9.241943974311848,0.04397397333854041,0.05539286268563957,0.029720276446396632,0.20631128598019677,4.534483725463099,0.05546092326560313,0.291,0.5449999999999999,5.246937534854891,0.03696193892259631,1.2612215602767725,6.617550744384449
2004-02-12 12:12:39,0.06237125836222416,0.0792245844907782,0.033481583099960764,0.455471768550614,4.887429576576406,0.0792428736793189,0.415,0.815,5.237063987348912,0.052406679311657586,1.2705030451544204,6.653705743595343,0.07550495629669339,0.0951273609612409,0.08217144457605766,0.17058661907969297,5.071648749284228,0.09514460891863293,0.4,0.793,4.204126797579015,0.06366605556906713,1.2601107739837156,5.297665472822972,0.08223799990233874,0.10600915015348415,0.061260861508382475,1.1018831215210567,5.1662040836163365,0.10602570430392444,0.61,1.218,5.753321838366901,0.06889430102324397,1.289254413164652,7.417495570471096,0.04417080912153785,0.05544061255782932,0.03624671421135812,0.1746804175051082,4.535143833166998,0.05552452960064074,0.291,0.54,5.240926885702818,0.037257406788346166,1.257041261070465,6.588061341581975
2004-02-12 12:22:39,0.06083705259045822,0.07762551856432799,0.019470703184907134,0.6420497057083758,4.8650559743382615,0.07763912783893447,0.474,0.913,6.105169045475785,0.05103294260634448,1.276181611913124,7.791304473457396,0.07464759021436533,0.09331047926626979,0.06996927237568773,0.059540833077981414,5.053530948645418,0.09332898493331555,0.415,0.8180000000000001,4.446635740188554,0.06337577425083116,1.2502611894811728,5.559456089717636,0.08055198007715209,0.10458755814350813,0.10493842331303874,1.6371801060526852,4.822984857609058,0.10460279262903202,0.867,1.595,8.288497641499566,0.06720291189335521,1.2985750633174287,10.763236349616657,0.04360154304409258,0.054701403974947674,0.0014384810333014392,0.11067673330003736,4.522999915367749,0.05477077135118716,0.276,0.505,5.039184097487021,0.036774633241114234,1.2561658952253034,6.330051203024896
